# FGT/O — R vs T field-cooled sweep (FC-warm, 0.1 T)
# Source file : 20220525_1042_Device3_FGT_O_RvsT_FCW_0.1T_RvsT_2.90E+2KCh1.txt
# Measurement date : 25 May 2022
# Device : Device 3 (FGT/O)
# Protocol : Field-cooled warm (FCW), B_cool = 0.1 T
#
# Column definitions
#   I_A          : Applied current (A) — constant throughout sweep
#   T_K          : Sample temperature (K)
#   Vxy_V        : Antisymmetrised Hall voltage (V_+ - V_-)/2 + 4e-6 offset (V)
#   Vxx_V        : Symmetrised longitudinal voltage V_xx = Rxx * I,
#                  spike-filtered (rolling-median MAD, window=30, threshold=1.5) (V)
#
I_A	T_K	Vxy (V)	V_xx (V)
1.000000E-05	2.038200E+02	2.045455E-06	6.386500E-05
1.000000E-05	2.042600E+02	2.082750E-06	6.385900E-05
1.000000E-05	2.047100E+02	1.973575E-06	6.403350E-05
1.000000E-05	2.051600E+02	1.946860E-06	6.386500E-05
1.000000E-05	2.056100E+02	1.931870E-06	6.385900E-05
1.000000E-05	2.060700E+02	1.898630E-06	6.388050E-05
1.000000E-05	2.065300E+02	1.873970E-06	6.375750E-05
1.000000E-05	2.069900E+02	1.859060E-06	6.326250E-05
1.000000E-05	2.074500E+02	1.840920E-06	6.384050E-05
1.000000E-05	2.079000E+02	1.769535E-06	6.419250E-05
1.000000E-05	2.083600E+02	1.738705E-06	6.421900E-05
1.000000E-05	2.088100E+02	1.699220E-06	6.433900E-05
1.000000E-05	2.092700E+02	1.658715E-06	6.439300E-05
1.000000E-05	2.097300E+02	1.629150E-06	6.441400E-05
1.000000E-05	2.101800E+02	1.599775E-06	6.446000E-05
1.000000E-05	2.106300E+02	1.560315E-06	6.432300E-05
1.000000E-05	2.110800E+02	1.597445E-06	6.403350E-05
1.000000E-05	2.115200E+02	1.697080E-06	6.419250E-05
1.000000E-05	2.119800E+02	1.661210E-06	6.421900E-05
1.000000E-05	2.124200E+02	1.630300E-06	6.432300E-05
1.000000E-05	2.128800E+02	1.594295E-06	6.433900E-05
1.000000E-05	2.133200E+02	1.548695E-06	6.439300E-05
1.000000E-05	2.137700E+02	1.412390E-06	6.441400E-05
1.000000E-05	2.142100E+02	1.423435E-06	6.446000E-05
1.000000E-05	2.146500E+02	1.152340E-06	6.476400E-05
1.000000E-05	2.151000E+02	1.102655E-06	6.480750E-05
1.000000E-05	2.155300E+02	1.051080E-06	6.478400E-05
1.000000E-05	2.159800E+02	9.987450E-07	6.476900E-05
1.000000E-05	2.164200E+02	9.618550E-07	6.486800E-05
1.000000E-05	2.168800E+02	9.141500E-07	6.485500E-05
1.000000E-05	2.173300E+02	8.655100E-07	6.494850E-05
1.000000E-05	2.177800E+02	8.327900E-07	6.492500E-05
1.000000E-05	2.182400E+02	7.935750E-07	6.495750E-05
1.000000E-05	2.186900E+02	7.610200E-07	6.497300E-05
1.000000E-05	2.191400E+02	7.308250E-07	6.506600E-05
1.000000E-05	2.195900E+02	7.016400E-07	6.511600E-05
1.000000E-05	2.200300E+02	6.667850E-07	6.518450E-05
1.000000E-05	2.204800E+02	6.419300E-07	6.519050E-05
1.000000E-05	2.209200E+02	6.237600E-07	6.506600E-05
1.000000E-05	2.213800E+02	6.022450E-07	6.518500E-05
1.000000E-05	2.218500E+02	5.808200E-07	6.518200E-05
1.000000E-05	2.223200E+02	5.731700E-07	6.514000E-05
1.000000E-05	2.227900E+02	5.506800E-07	6.514000E-05
1.000000E-05	2.232600E+02	5.319850E-07	6.524400E-05
1.000000E-05	2.237300E+02	7.617350E-07	6.518500E-05
1.000000E-05	2.242000E+02	5.091050E-07	6.525350E-05
1.000000E-05	2.246500E+02	5.207550E-07	6.521500E-05
1.000000E-05	2.251200E+02	4.849100E-07	6.524700E-05
1.000000E-05	2.255900E+02	5.364550E-07	6.521500E-05
1.000000E-05	2.260500E+02	4.684400E-07	6.518200E-05
1.000000E-05	2.265000E+02	4.622200E-07	6.526250E-05
1.000000E-05	2.269700E+02	4.441900E-07	6.532700E-05
1.000000E-05	2.274300E+02	4.407600E-07	6.537350E-05
1.000000E-05	2.278800E+02	4.388200E-07	6.535650E-05
1.000000E-05	2.283400E+02	4.298800E-07	6.553600E-05
1.000000E-05	2.288000E+02	4.197450E-07	6.552900E-05
1.000000E-05	2.292600E+02	4.154150E-07	6.539900E-05
1.000000E-05	2.297100E+02	4.078550E-07	6.556550E-05
1.000000E-05	2.301600E+02	4.051150E-07	6.544800E-05
1.000000E-05	2.306100E+02	3.960150E-07	6.539550E-05
1.000000E-05	2.310700E+02	3.907250E-07	6.535950E-05
1.000000E-05	2.315200E+02	3.859050E-07	6.553950E-05
1.000000E-05	2.319600E+02	3.812700E-07	6.545150E-05
1.000000E-05	2.324100E+02	3.748300E-07	6.560400E-05
1.000000E-05	2.328600E+02	3.784250E-07	6.556250E-05
1.000000E-05	2.332000E+02	4.475600E-07	6.556250E-05
1.000000E-05	2.335300E+02	4.923600E-07	6.556550E-05
1.000000E-05	2.338500E+02	3.646650E-07	6.558850E-05
1.000000E-05	2.341800E+02	3.618150E-07	6.561600E-05
1.000000E-05	2.345000E+02	3.599800E-07	6.570050E-05
1.000000E-05	2.348200E+02	3.446600E-07	6.558850E-05
1.000000E-05	2.351300E+02	3.528250E-07	6.567250E-05
1.000000E-05	2.354400E+02	3.486900E-07	6.561650E-05
1.000000E-05	2.357400E+02	3.446650E-07	6.565450E-05
1.000000E-05	2.360500E+02	3.505550E-07	6.563150E-05
1.000000E-05	2.363500E+02	3.461400E-07	6.568100E-05
1.000000E-05	2.366500E+02	3.380550E-07	6.570350E-05
1.000000E-05	2.369400E+02	3.439200E-07	6.567600E-05
1.000000E-05	2.372300E+02	3.363600E-07	6.566800E-05
1.000000E-05	2.375300E+02	3.336700E-07	6.566600E-05
1.000000E-05	2.378200E+02	3.387150E-07	6.565750E-05
1.000000E-05	2.381100E+02	3.301650E-07	6.571200E-05
1.000000E-05	2.384000E+02	3.276400E-07	6.566000E-05
1.000000E-05	2.386800E+02	3.301350E-07	6.569500E-05
1.000000E-05	2.389700E+02	3.241100E-07	6.565450E-05
1.000000E-05	2.392400E+02	3.207150E-07	6.569500E-05
1.000000E-05	2.395200E+02	3.160550E-07	6.570350E-05
1.000000E-05	2.397900E+02	3.265500E-07	6.568400E-05
1.000000E-05	2.400600E+02	3.181900E-07	6.576100E-05
1.000000E-05	2.403200E+02	3.189000E-07	6.578500E-05
1.000000E-05	2.405900E+02	3.164400E-07	6.568600E-05
1.000000E-05	2.408400E+02	3.143250E-07	6.578900E-05
1.000000E-05	2.411000E+02	3.178350E-07	6.577000E-05
1.000000E-05	2.413500E+02	3.128450E-07	6.576100E-05
1.000000E-05	2.416000E+02	3.082950E-07	6.575450E-05
1.000000E-05	2.418600E+02	3.137800E-07	6.572950E-05
1.000000E-05	2.421000E+02	3.062150E-07	6.573450E-05
1.000000E-05	2.423500E+02	3.054200E-07	6.573100E-05
1.000000E-05	2.425900E+02	3.139700E-07	6.581800E-05
1.000000E-05	2.428200E+02	2.966750E-07	6.576100E-05
1.000000E-05	2.430600E+02	3.047350E-07	6.581000E-05
1.000000E-05	2.432900E+02	3.038300E-07	6.588450E-05
1.000000E-05	2.435200E+02	3.031150E-07	6.582600E-05
1.000000E-05	2.437500E+02	3.013350E-07	6.584850E-05
1.000000E-05	2.439700E+02	3.013950E-07	6.583200E-05
1.000000E-05	2.442000E+02	2.938850E-07	6.587850E-05
1.000000E-05	2.444200E+02	2.990900E-07	6.584850E-05
1.000000E-05	2.446400E+02	2.963200E-07	6.583350E-05
1.000000E-05	2.448500E+02	2.912500E-07	6.592050E-05
1.000000E-05	2.450600E+02	2.861000E-07	6.585950E-05
1.000000E-05	2.452800E+02	2.898800E-07	6.592150E-05
1.000000E-05	2.454800E+02	2.896350E-07	6.586350E-05
1.000000E-05	2.456900E+02	2.838000E-07	6.587850E-05
1.000000E-05	2.459000E+02	2.817150E-07	6.584500E-05
1.000000E-05	2.461200E+02	2.826500E-07	6.583750E-05
1.000000E-05	2.463500E+02	2.858550E-07	6.590200E-05
1.000000E-05	2.465900E+02	2.898300E-07	6.585950E-05
1.000000E-05	2.468500E+02	2.757150E-07	6.590600E-05
1.000000E-05	2.471200E+02	2.790050E-07	6.584100E-05
1.000000E-05	2.474100E+02	2.796050E-07	6.590550E-05
1.000000E-05	2.477200E+02	2.813050E-07	6.594900E-05
1.000000E-05	2.480400E+02	2.733850E-07	6.602800E-05
1.000000E-05	2.483700E+02	2.761300E-07	6.593850E-05
1.000000E-05	2.487200E+02	2.700700E-07	6.596050E-05
1.000000E-05	2.490700E+02	2.744550E-07	6.600850E-05
1.000000E-05	2.494200E+02	2.685900E-07	6.604850E-05
1.000000E-05	2.497800E+02	2.775250E-07	6.599700E-05
1.000000E-05	2.501400E+02	2.599050E-07	6.596750E-05
1.000000E-05	2.505100E+02	2.720950E-07	6.598700E-05
1.000000E-05	2.508600E+02	2.617400E-07	6.604100E-05
1.000000E-05	2.512200E+02	2.667550E-07	6.604750E-05
1.000000E-05	2.515900E+02	2.613300E-07	6.612250E-05
1.000000E-05	2.519600E+02	2.616600E-07	6.603650E-05
1.000000E-05	2.523300E+02	2.604500E-07	6.599700E-05
1.000000E-05	2.527000E+02	2.542900E-07	6.606500E-05
1.000000E-05	2.530800E+02	2.573850E-07	6.603350E-05
1.000000E-05	2.534600E+02	2.569450E-07	6.611200E-05
1.000000E-05	2.538600E+02	2.593850E-07	6.604050E-05
1.000000E-05	2.542500E+02	2.571650E-07	6.612050E-05
1.000000E-05	2.546900E+02	2.138950E-07	6.602400E-05
1.000000E-05	2.552300E+02	2.229650E-07	6.604450E-05
1.000000E-05	2.564500E+02	2.540100E-07	6.611050E-05
1.000000E-05	2.576000E+02	2.597650E-07	6.619650E-05
1.000000E-05	2.584800E+02	2.519300E-07	6.610450E-05
1.000000E-05	2.591600E+02	2.545600E-07	6.614950E-05
1.000000E-05	2.596600E+02	2.574100E-07	6.610050E-05
1.000000E-05	2.600800E+02	2.519550E-07	6.611900E-05
1.000000E-05	2.604500E+02	2.577100E-07	6.606550E-05
1.000000E-05	2.607900E+02	2.432700E-07	6.619250E-05
1.000000E-05	2.610900E+02	2.436500E-07	6.615800E-05
1.000000E-05	2.613700E+02	2.488850E-07	6.614100E-05
1.000000E-05	2.615900E+02	2.402000E-07	6.623600E-05
1.000000E-05	2.617700E+02	2.414050E-07	6.619650E-05
1.000000E-05	2.619500E+02	2.505050E-07	6.628300E-05
1.000000E-05	2.620900E+02	2.624000E-07	6.626700E-05
1.000000E-05	2.620900E+02	2.622050E-07	6.626700E-05
1.000000E-05	2.619900E+02	2.471900E-07	6.625450E-05
1.000000E-05	2.618500E+02	2.353500E-07	6.618450E-05
1.000000E-05	2.617000E+02	2.345300E-07	6.628100E-05
1.000000E-05	2.615600E+02	2.299800E-07	6.623950E-05
1.000000E-05	2.614300E+02	2.212400E-07	6.623650E-05
1.000000E-05	2.613500E+02	2.251300E-07	6.626700E-05
1.000000E-05	2.613100E+02	2.241700E-07	6.629800E-05
1.000000E-05	2.613000E+02	2.187450E-07	6.626700E-05
1.000000E-05	2.613500E+02	2.231850E-07	6.626700E-05
1.000000E-05	2.614100E+02	2.206900E-07	6.626700E-05
1.000000E-05	2.615100E+02	2.234300E-07	6.626700E-05
1.000000E-05	2.616300E+02	2.119500E-07	6.628950E-05
1.000000E-05	2.617700E+02	2.232400E-07	6.627350E-05
1.000000E-05	2.619200E+02	2.133450E-07	6.631650E-05
1.000000E-05	2.621000E+02	2.280050E-07	6.628100E-05
1.000000E-05	2.623000E+02	2.181950E-07	6.625800E-05
1.000000E-05	2.625000E+02	2.254300E-07	6.629800E-05
1.000000E-05	2.627400E+02	2.178650E-07	6.624650E-05
1.000000E-05	2.629900E+02	1.661000E-07	6.631350E-05
1.000000E-05	2.635200E+02	2.031500E-07	6.631250E-05
1.000000E-05	2.643900E+02	2.171800E-07	6.626100E-05
1.000000E-05	2.650800E+02	2.289350E-07	6.629800E-05
1.000000E-05	2.655900E+02	2.244950E-07	6.636100E-05
1.000000E-05	2.659700E+02	2.281150E-07	6.633350E-05
1.000000E-05	2.662700E+02	2.233750E-07	6.640550E-05
1.000000E-05	2.665400E+02	2.177850E-07	6.634250E-05
1.000000E-05	2.667800E+02	2.190450E-07	6.632800E-05
1.000000E-05	2.669900E+02	2.231000E-07	6.642600E-05
1.000000E-05	2.671900E+02	2.138400E-07	6.633150E-05
1.000000E-05	2.673600E+02	2.174300E-07	6.642000E-05
1.000000E-05	2.675000E+02	2.165550E-07	6.634800E-05
1.000000E-05	2.676500E+02	2.160050E-07	6.640150E-05
1.000000E-05	2.677800E+02	2.084400E-07	6.641100E-05
1.000000E-05	2.679100E+02	2.111300E-07	6.641400E-05
1.000000E-05	2.680400E+02	2.105500E-07	6.637900E-05
1.000000E-05	2.681600E+02	2.056200E-07	6.639900E-05
1.000000E-05	2.682900E+02	2.106600E-07	6.640150E-05
1.000000E-05	2.684000E+02	2.158950E-07	6.639200E-05
1.000000E-05	2.684900E+02	2.312150E-07	6.639900E-05
1.000000E-05	2.684700E+02	2.241700E-07	6.640400E-05
1.000000E-05	2.683900E+02	2.158950E-07	6.643400E-05
1.000000E-05	2.682800E+02	2.124700E-07	6.640400E-05
1.000000E-05	2.681700E+02	2.074800E-07	6.640050E-05
1.000000E-05	2.680600E+02	2.022750E-07	6.641050E-05
1.000000E-05	2.680000E+02	2.105500E-07	6.641050E-05
1.000000E-05	2.679400E+02	1.940250E-07	6.641050E-05
1.000000E-05	2.679400E+02	1.975600E-07	6.639500E-05
1.000000E-05	2.679600E+02	1.986850E-07	6.641050E-05
1.000000E-05	2.680000E+02	1.960250E-07	6.641050E-05
1.000000E-05	2.680700E+02	1.990400E-07	6.644300E-05
1.000000E-05	2.681600E+02	2.038100E-07	6.642600E-05
1.000000E-05	2.682600E+02	2.021100E-07	6.645200E-05
1.000000E-05	2.684000E+02	1.765950E-07	6.641800E-05
1.000000E-05	2.686000E+02	1.855850E-07	6.640400E-05
1.000000E-05	2.691700E+02	2.005250E-07	6.642700E-05
1.000000E-05	2.697100E+02	2.036200E-07	6.642700E-05
1.000000E-05	2.701100E+02	2.027950E-07	6.642700E-05
1.000000E-05	2.704000E+02	2.065200E-07	6.641800E-05
1.000000E-05	2.706200E+02	1.994250E-07	6.642700E-05
1.000000E-05	2.708200E+02	2.040300E-07	6.640850E-05
1.000000E-05	2.710000E+02	2.098100E-07	6.643200E-05
1.000000E-05	2.711400E+02	1.984350E-07	6.644000E-05
1.000000E-05	2.712700E+02	2.007400E-07	6.644300E-05
1.000000E-05	2.714000E+02	1.951250E-07	6.639450E-05
1.000000E-05	2.715100E+02	1.943550E-07	6.647450E-05
1.000000E-05	2.716300E+02	1.919450E-07	6.648100E-05
1.000000E-05	2.717300E+02	2.017000E-07	6.641500E-05
1.000000E-05	2.718300E+02	1.911500E-07	6.646100E-05
1.000000E-05	2.719300E+02	1.882700E-07	6.646750E-05
1.000000E-05	2.720200E+02	1.924400E-07	6.645450E-05
1.000000E-05	2.721100E+02	1.936450E-07	6.641750E-05
1.000000E-05	2.721800E+02	1.912050E-07	6.649200E-05
1.000000E-05	2.722600E+02	1.880550E-07	6.646100E-05
1.000000E-05	2.723400E+02	1.900550E-07	6.647450E-05
1.000000E-05	2.724100E+02	1.908500E-07	6.645700E-05
1.000000E-05	2.724800E+02	1.874250E-07	6.651000E-05
1.000000E-05	2.725500E+02	1.934800E-07	6.648200E-05
1.000000E-05	2.726200E+02	1.930450E-07	6.649600E-05
1.000000E-05	2.726900E+02	1.951500E-07	6.652200E-05
1.000000E-05	2.727600E+02	1.839150E-07	6.646750E-05
1.000000E-05	2.728300E+02	1.954500E-07	6.650950E-05
1.000000E-05	2.728900E+02	1.891200E-07	6.645500E-05
1.000000E-05	2.729500E+02	1.947950E-07	6.648200E-05
1.000000E-05	2.729600E+02	2.007150E-07	6.650750E-05
1.000000E-05	2.729100E+02	1.937000E-07	6.650950E-05
1.000000E-05	2.728300E+02	1.865450E-07	6.651000E-05
1.000000E-05	2.727500E+02	1.884950E-07	6.648650E-05
1.000000E-05	2.726900E+02	1.831750E-07	6.652000E-05
1.000000E-05	2.726400E+02	1.813950E-07	6.652000E-05
1.000000E-05	2.726100E+02	1.863850E-07	6.652000E-05
1.000000E-05	2.726200E+02	1.908750E-07	6.652000E-05
1.000000E-05	2.726600E+02	1.821600E-07	6.651150E-05
1.000000E-05	2.727100E+02	1.642950E-07	6.652000E-05
1.000000E-05	2.729000E+02	1.804100E-07	6.652000E-05
1.000000E-05	2.733000E+02	1.852350E-07	6.656350E-05
1.000000E-05	2.736100E+02	1.878050E-07	6.653450E-05
1.000000E-05	2.738400E+02	1.972600E-07	6.655650E-05
1.000000E-05	2.740100E+02	1.832850E-07	6.658000E-05
1.000000E-05	2.741600E+02	1.932050E-07	6.655350E-05
1.000000E-05	2.742800E+02	1.894200E-07	6.653450E-05
1.000000E-05	2.743900E+02	1.897800E-07	6.656850E-05
1.000000E-05	2.744800E+02	1.878050E-07	6.653100E-05
1.000000E-05	2.745500E+02	1.900550E-07	6.658800E-05
1.000000E-05	2.746200E+02	1.760500E-07	6.656400E-05
1.000000E-05	2.746900E+02	1.839400E-07	6.652000E-05
1.000000E-05	2.747600E+02	1.825700E-07	6.655150E-05
1.000000E-05	2.748300E+02	1.790400E-07	6.656900E-05
1.000000E-05	2.748900E+02	1.807050E-07	6.656350E-05
1.000000E-05	2.749500E+02	1.822450E-07	6.656000E-05
1.000000E-05	2.750000E+02	1.870350E-07	6.657600E-05
1.000000E-05	2.750500E+02	1.875900E-07	6.656025E-05
1.000000E-05	2.751000E+02	1.805150E-07	6.655500E-05
1.000000E-05	2.751500E+02	1.826850E-07	6.656400E-05
1.000000E-05	2.752000E+02	1.773350E-07	6.656400E-05
1.000000E-05	2.752500E+02	1.843550E-07	6.656400E-05
1.000000E-05	2.752800E+02	1.887400E-07	6.656400E-05
1.000000E-05	2.753300E+02	1.830100E-07	6.655050E-05
